"";"ID de l'entité";"Code INSEE";"Type d'entité";"Nom de l'entité";"Editeur de la source";"Commune";"Adresse";"Code Postal";"Coordonnées";"Email";"URL";"Notes";"EPCI";"Département";"Région";"Code Officiel Région";"Nom Officiel Région";"Code Officiel Commune / Arrondissement Municipal";"Nom Officiel Commune / Arrondissement Municipal";"Population municipale";"Population comptée à part";"Population totale";"Code Officiel Département";"Code Officiel Arrondissement Départemental";"Année de recensement";"Année d’entrée en vigueur";"Année de référence géographique";"Nom Officiel EPCI";"Code Officiel EPCI";"Nom Officiel Département";"Dernier Recensement";"Déclaration Obligatoire"
"4707";"mairie-01040-01";"01040";"Mairie";"Mairie - Béréziat";"La Direction de l'information légale et administrative (Premier ministre)";"Béréziat";"167 Grande rue";"01340";"46.368515, 5.045209";"secretariat@commune-bereziat.fr";"";"";"CA du Bassin de Bourg-en-Bresse";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01040";"Béréziat";480;10;490;"01";2;2020;2023;2022;"CA du Bassin de Bourg-en-Bresse";200071751;"Ain";2020;"No"
"32029";"mairie-01041-01";"01041";"Mairie";"Mairie - Bettant";"La Direction de l'information légale et administrative (Premier ministre)";"Bettant";"15 route de Saint-Denis";"01500";"45.9453010559, 5.35293006897";"mairiedebettant@wanadoo.fr";"";"";"CC de la Plaine de l'Ain";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01041";"Bettant";748;20;768;"01";1;2020;2023;2022;"CC de la Plaine de l'Ain";240100883;"Ain";2020;"No"
"23225";"mairie-01042-01";"01042";"Mairie";"Mairie - Bey";"La Direction de l'information légale et administrative (Premier ministre)";"Bey";"580 route des Boissonnets";"01290";"46.2200703, 4.8458154";"mairie.bey@free.fr";"http://www.bey01.fr";"";"CC de la Veyle";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01042";"Bey";291;7;298;"01";2;2020;2023;2022;"CC de la Veyle";200070555;"Ain";2020;"No"
"28596";"mairie-01043-01";"01043";"Mairie";"Mairie - Beynost";"La Direction de l'information légale et administrative (Premier ministre)";"Beynost Cedex";"[""""Place de la Mairie"""", """"BP 411""""]";"01704";"45.840253, 5.001385";"accueil@ville-beynost.fr";"http://www.beynost.fr";"";"CC de Miribel et du Plateau";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01043";"Beynost";4829;114;4943;"01";2;2020;2023;2022;"CC de Miribel et du Plateau";240100800;"Ain";2020;"Yes"
"27788";"mairie-01044-01";"01044";"Mairie";"Mairie - Billiat";"La Direction de l'information légale et administrative (Premier ministre)";"Billiat";"3 rue de la Mairie";"01200";"46.0775527954, 5.78403806686";"communedebilliat@wanadoo.fr";"";"";"CC du Pays Bellegardien (Ccpb)";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01044";"Billiat";628;17;645;"01";4;2020;2023;2022;"CC du Pays Bellegardien (CCPB)";240100891;"Ain";2020;"No"
"5110";"mairie-01045-01";"01045";"Mairie";"Mairie - Birieux";"La Direction de l'information légale et administrative (Premier ministre)";"Birieux";"Le Village";"01330";"45.953186, 5.038913";"mairiebirieux@gmail.com";"";"";"CC de la Dombes";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01045";"Birieux";285;3;288;"01";2;2020;2023;2022;"CC de la Dombes";200069193;"Ain";2020;"No"
"19032";"mairie-01046-01";"01046";"Mairie";"Mairie - Biziat";"La Direction de l'information légale et administrative (Premier ministre)";"Biziat";"40 route de Rétissinge";"01290";"46.216963, 4.943722";"mairiedebiziat@gmail.com";"http://www.biziat.fr";"";"CC de la Veyle";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01046";"Biziat";912;8;920;"01";2;2020;2023;2022;"CC de la Veyle";200070555;"Ain";2020;"No"
"16198";"mairie-01047-01";"01047";"Mairie";"Mairie - Blyes";"La Direction de l'information légale et administrative (Premier ministre)";"Blyes";"1 place de la Mairie";"01150";"45.846051, 5.249487";"mairie.de.blyes@orange.fr";"http://www.blyes.fr";"";"CC de la Plaine de l'Ain";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01047";"Blyes";1269;34;1303;"01";1;2020;2023;2022;"CC de la Plaine de l'Ain";240100883;"Ain";2020;"No"
"8803";"mairie-01049-01";"01049";"Mairie";"Mairie - La Boisse";"La Direction de l'information légale et administrative (Premier ministre)";"La Boisse";"49 place Marcel-Viénot";"01120";"45.842492, 5.032719";"mairie@mairie-la-boisse.fr";"http://www.ville-laboisse.fr";"";"CC de la Côtière à Montluel";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01049";"La Boisse";3335;77;3412;"01";2;2020;2023;2022;"CC de la Côtière à Montluel";240100610;"Ain";2020;"No"
"12680";"mairie-01050-01";"01050";"Mairie";"Mairie - Boissey";"La Direction de l'information légale et administrative (Premier ministre)";"Boissey";"50 place de la Mairie";"01190";"46.3812, 4.996962";"boissey.mairie@wanadoo.fr";"";"";"CC Bresse et Saône";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01050";"Boissey";380;4;384;"01";2;2020;2023;2022;"CC Bresse et Saône";200071371;"Ain";2020;"No"
"14697";"mairie-01051-01";"01051";"Mairie";"Mairie - Bolozon";"La Direction de l'information légale et administrative (Premier ministre)";"Bolozon";"2 place du Cadran-Solaire";"01450";"46.1925941, 5.4735668";"mairie.bolozon@orange.fr";"";"";"CA Haut - Bugey Agglomération";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01051";"Bolozon";91;1;92;"01";4;2020;2023;2022;"CA Haut - Bugey Agglomération";200042935;"Ain";2020;"No"
"4772";"mairie-01052-01";"01052";"Mairie";"Mairie - Bouligneux";"La Direction de l'information légale et administrative (Premier ministre)";"Bouligneux";"Le Village";"01330";"46.022285, 4.991173";"mairie.bouligneux@gmail.com";"";"";"CC de la Dombes";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01052";"Bouligneux";332;6;338;"01";2;2020;2023;2022;"CC de la Dombes";200069193;"Ain";2020;"No"
"35620";"mairie-01053-01";"01053";"Mairie";"Mairie - Bourg-en-Bresse";"La Direction de l'information légale et administrative (Premier ministre)";"Bourg-en-Bresse Cedex";"[""""Place de l'Hôtel-de-Ville"""", """"BP 90419""""]";"01012";"46.2049179077, 5.22569990158";"courrier@bourgenbresse.fr";"http://www.bourgenbresse.fr";"";"CA du Bassin de Bourg-en-Bresse";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01053";"Bourg-en-Bresse";41681;1682;43363;"01";2;2020;2023;2022;"CA du Bassin de Bourg-en-Bresse";200071751;"Ain";2020;"Yes"
"11824";"mairie-01054-01";"01054";"Mairie";"Mairie - Bourg-Saint-Christophe";"La Direction de l'information légale et administrative (Premier ministre)";"Bourg-Saint-Christophe";"Place de la Mairie";"01800";"45.8900369, 5.1575419";"bscmairie@orange.fr";"http://www.bourg-saint-christophe.fr";"";"CC de la Plaine de l'Ain";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01054";"Bourg-Saint-Christophe";1482;35;1517;"01";1;2020;2023;2022;"CC de la Plaine de l'Ain";240100883;"Ain";2020;"No"
"27609";"mairie-01056-01";"01056";"Mairie";"Mairie - Boyeux-Saint-Jérôme";"La Direction de l'information légale et administrative (Premier ministre)";"Boyeux-Saint-Jérôme";"2 rue du Champet";"01640";"46.030011, 5.4592351";"maire@boyeuxsaintjerome.fr";"http://www.boyeuxsaintjerome.fr";"";"CC Rives de l'Ain - Pays du Cerdon";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01056";"Boyeux-Saint-Jérôme";351;4;355;"01";4;2020;2023;2022;"CC Rives de l'Ain - Pays du Cerdon";200029999;"Ain";2020;"No"
"3045";"mairie-01057-01";"01057";"Mairie";"Mairie - Boz";"La Direction de l'information légale et administrative (Premier ministre)";"Boz";"Place de la Mairie";"01190";"46.407164, 4.910416";"mairie@communeboz.fr";"http://www.communeboz.fr";"";"CC Bresse et Saône";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01057";"Boz";514;16;530;"01";2;2020;2023;2022;"CC Bresse et Saône";200071371;"Ain";2020;"No"
"33469";"mairie-01058-01";"01058";"Mairie";"Mairie - Brégnier-Cordon";"La Direction de l'information légale et administrative (Premier ministre)";"Brégnier-Cordon";"934 rue de la Mairie";"01300";"45.648318, 5.61916";"mairie@bregnier-cordon.fr";"http://www.bregnier-cordon.fr";"";"CC Bugey Sud";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01058";"Brégnier-Cordon";819;19;838;"01";1;2020;2023;2022;"CC Bugey Sud";200040350;"Ain";2020;"No"
"4983";"mairie-01060-01";"01060";"Mairie";"Mairie - Brénod";"La Direction de l'information légale et administrative (Premier ministre)";"Brénod";"125 rue Principale";"01110";"46.059521, 5.605511";"contact@brenod.com";"http://www.brenod.com";"";"CA Haut - Bugey Agglomération";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01060";"Brénod";486;19;505;"01";4;2020;2023;2022;"CA Haut - Bugey Agglomération";200042935;"Ain";2020;"No"
"35157";"mairie-01061-01";"01061";"Mairie";"Mairie - Brens";"La Direction de l'information légale et administrative (Premier ministre)";"Brens";"454 rue du Centre";"01300";"45.7185896, 5.6960818";"mairie.brens@wanadoo.fr";"http://www.brens01300.fr";"";"CC Bugey Sud";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01061";"Brens";1133;33;1166;"01";1;2020;2023;2022;"CC Bugey Sud";200040350;"Ain";2020;"No"
"11965";"mairie-01062-01";"01062";"Mairie";"Mairie - Bressolles";"La Direction de l'information légale et administrative (Premier ministre)";"Bressolles";"321 Grande rue";"01360";"45.867652, 5.096796";"mairiebressolles@hotmail.com";"http://www.ville-bressolles.fr";"";"CC de la Côtière à Montluel";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01062";"Bressolles";951;23;974;"01";2;2020;2023;2022;"CC de la Côtière à Montluel";240100610;"Ain";2020;"No"
"31367";"mairie-01063-01";"01063";"Mairie";"Mairie - Brion";"La Direction de l'information légale et administrative (Premier ministre)";"Brion";"[""""347 rue du Château"""", """"BP 93""""]";"01460";"46.170294, 5.552895";"mairie@brion01.fr";"https://www.brion01.fr";"";"CA Haut - Bugey Agglomération";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01063";"Brion";561;16;577;"01";4;2020;2023;2022;"CA Haut - Bugey Agglomération";200042935;"Ain";2020;"No"
"35992";"mairie-01064-01";"01064";"Mairie";"Mairie - Briord";"La Direction de l'information légale et administrative (Premier ministre)";"Briord";"593 route des Écoles";"01470";"45.7835006714, 5.457280159";"briord.commune@orange.fr";"http://www.briord.fr";"";"CC de la Plaine de l'Ain";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01064";"Briord";1095;19;1114;"01";1;2020;2023;2022;"CC de la Plaine de l'Ain";240100883;"Ain";2020;"No"
"35396";"mairie-01065-01";"01065";"Mairie";"Mairie - Buellas";"La Direction de l'information légale et administrative (Premier ministre)";"Buellas";"10 rue de la Mairie";"01310";"46.2095985413, 5.13452005386";"accueil@buellas.fr";"http://www.buellas.fr";"";"CA du Bassin de Bourg-en-Bresse";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01065";"Buellas";1825;64;1889;"01";2;2020;2023;2022;"CA du Bassin de Bourg-en-Bresse";200071751;"Ain";2020;"No"
"12739";"mairie-01066-01";"01066";"Mairie";"Mairie - La Burbanche";"La Direction de l'information légale et administrative (Premier ministre)";"La Burbanche";"1 route de la Cluse";"01510";"45.842185, 5.572008";"mairie.burbanche1@orange.fr";"";"";"CC Bugey Sud";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01066";"La Burbanche";92;1;93;"01";1;2020;2023;2022;"CC Bugey Sud";200040350;"Ain";2020;"No"
"33866";"mairie-01067-01";"01067";"Mairie";"Mairie - Ceignes";"La Direction de l'information légale et administrative (Premier ministre)";"Ceignes";"31 rue de la Mairie";"01430";"46.1202953, 5.5000012";"mairie-de-ceignes@wanadoo.fr";"";"";"CA Haut - Bugey Agglomération";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01067";"Ceignes";259;12;271;"01";4;2020;2023;2022;"CA Haut - Bugey Agglomération";200042935;"Ain";2020;"No"
"18782";"mairie-01068-01";"01068";"Mairie";"Mairie - Cerdon";"La Direction de l'information légale et administrative (Premier ministre)";"Cerdon";"1 place de la Vigneronne";"01450";"46.080563, 5.4649";"cerdon.mairie@wanadoo.fr";"";"";"CC Rives de l'Ain - Pays du Cerdon";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01068";"Cerdon";771;17;788;"01";4;2020;2023;2022;"CC Rives de l'Ain - Pays du Cerdon";200029999;"Ain";2020;"No"
"11508";"mairie-01069-01";"01069";"Mairie";"Mairie - Certines";"La Direction de l'information légale et administrative (Premier ministre)";"Certines";"365 route de la Mairie";"01240";"46.1327018738, 5.26459980011";"mairie@certines.fr";"https://certines.grandbourg.fr";"";"CA du Bassin de Bourg-en-Bresse";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01069";"Certines";1514;39;1553;"01";2;2020;2023;2022;"CA du Bassin de Bourg-en-Bresse";200071751;"Ain";2020;"No"
"21828";"mairie-01071-01";"01071";"Mairie";"Mairie - Cessy";"La Direction de l'information légale et administrative (Premier ministre)";"Cessy";"350 rue de la Mairie";"01170";"46.3166007996, 6.0698299408";"mairie-cessy@mairie-cessy.fr";"http://www.mairie-cessy.fr";"";"CA du Pays de Gex";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01071";"Cessy";5045;123;5168;"01";3;2020;2023;2022;"CA du Pays de Gex";240100750;"Ain";2020;"Yes"
"26429";"mairie-01072-01";"01072";"Mairie";"Mairie - Ceyzériat";"La Direction de l'information légale et administrative (Premier ministre)";"Ceyzériat";"1 place Jean-Moulin";"01250";"46.1797071, 5.3220456";"commune.ceyzeriat@orange.fr";"http://www.ceyzeriat.fr";"";"CA du Bassin de Bourg-en-Bresse";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01072";"Ceyzériat";3202;63;3265;"01";2;2020;2023;2022;"CA du Bassin de Bourg-en-Bresse";200071751;"Ain";2020;"No"
"18997";"mairie-01073-01";"01073";"Mairie";"Mairie - Ceyzérieu";"La Direction de l'information légale et administrative (Premier ministre)";"Ceyzérieu";"1 place de la Mairie";"01350";"45.8475972, 5.7813944";"mairie@ceyzerieu.fr";"http://www.ceyzerieu.fr";"";"CC Bugey Sud";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01073";"Ceyzérieu";995;25;1020;"01";1;2020;2023;2022;"CC Bugey Sud";200040350;"Ain";2020;"No"
"5076";"mairie-01074-01";"01074";"Mairie";"Mairie - Chalamont";"La Direction de l'information légale et administrative (Premier ministre)";"Chalamont";"1 place Louis-Lamarche";"01320";"45.996513, 5.172362";"contact@mairie-chalamont.fr";"http://www.mairie-chalamont.fr";"";"CC de la Dombes";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01074";"Chalamont";2574;38;2612;"01";2;2020;2023;2022;"CC de la Dombes";200069193;"Ain";2020;"No"
"9739";"mairie-01075-01";"01075";"Mairie";"Mairie - Chaleins";"La Direction de l'information légale et administrative (Premier ministre)";"Chaleins";"Le Bourg";"01480";"46.048500061, 4.76459980011";"mairiechaleins01@gmail.com";"https://mairiechaleins.wixsite.com/mairiechaleins/vivre-a-chaleins";"";"CC Val de Saône Centre";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01075";"Chaleins";1402;31;1433;"01";2;2020;2023;2022;"CC Val de Saône Centre";200070118;"Ain";2020;"No"
"29092";"mairie-01076-01";"01076";"Mairie";"Mairie - Chaley";"La Direction de l'information légale et administrative (Premier ministre)";"Chaley";"6 rue du Centre";"01230";"45.955048, 5.530648";"mairie@chaley.fr";"https://chaley.fr";"";"CC de la Plaine de l'Ain";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01076";"Chaley";122;3;125;"01";1;2020;2023;2022;"CC de la Plaine de l'Ain";240100883;"Ain";2020;"No"
"5590";"mairie-01077-01";"01077";"Mairie";"Mairie - Challes-la-Montagne";"La Direction de l'information légale et administrative (Premier ministre)";"Challes-la-Montagne";"152 route de Poncin";"01450";"46.1165473, 5.4560334";"mairie.challeslamontagne@wanadoo.fr";"http://challes-la-montagne.fr";"";"CC Rives de l'Ain - Pays du Cerdon";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01077";"Challes-la-Montagne";192;2;194;"01";4;2020;2023;2022;"CC Rives de l'Ain - Pays du Cerdon";200029999;"Ain";2020;"No"
"25778";"mairie-01078-01";"01078";"Mairie";"Mairie - Challex";"La Direction de l'information légale et administrative (Premier ministre)";"Challex";"216 rue de la Mairie";"01630";"46.1818008423, 5.97267007828";"challex@challex.fr";"http://www.challex.fr";"";"CA du Pays de Gex";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01078";"Challex";1597;34;1631;"01";3;2020;2023;2022;"CA du Pays de Gex";240100750;"Ain";2020;"No"
"12968";"mairie-01079-01";"01079";"Mairie";"Mairie - Champagne-en-Valromey";"La Direction de l'information légale et administrative (Premier ministre)";"Champagne-en-Valromey";"[""""196 Grand'rue"""", """"BP 17""""]";"01260";"45.904800415, 5.67844009399";"champagne-val.mairie@wanadoo.fr";"http://www.champagne-en-valromey.fr";"";"CC Bugey Sud";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01079";"Champagne-en-Valromey";822;30;852;"01";1;2020;2023;2022;"CC Bugey Sud";200040350;"Ain";2020;"No"
"9136";"mairie-01080-01";"01080";"Mairie";"Mairie - Champdor-Corcelles";"La Direction de l'information légale et administrative (Premier ministre)";"Champdor-Corcelles";"[""""Champdor"""", """"60 place de la Mairie""""]";"01110";"46.017438, 5.596891";"champdor@orange.fr";"http://www.champdor-corcelles.jimdo.com";"";"CA Haut - Bugey Agglomération";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01080";"Champdor-Corcelles";636;16;652;"01";1;2020;2023;2022;"CA Haut - Bugey Agglomération";200042935;"Ain";2020;"No"
"2143";"mairie-01081-01";"01081";"Mairie";"Mairie - Champfromier";"La Direction de l'information légale et administrative (Premier ministre)";"Champfromier";"541 route des Burgondes";"01410";"46.1945762634, 5.81184387207";"mairie@champfromier01.fr";"https://champfromier01.fr";"";"CC du Pays Bellegardien (Ccpb)";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01081";"Champfromier";726;21;747;"01";4;2020;2023;2022;"CC du Pays Bellegardien (CCPB)";240100891;"Ain";2020;"No"
"35773";"mairie-01082-01";"01082";"Mairie";"Mairie - Chanay";"La Direction de l'information légale et administrative (Premier ministre)";"Chanay";"32 route de Seyssel";"01420";"46.005426, 5.785137";"secretariat@mairiedechanay.fr";"http://www.mairie-chanay.fr";"";"CC du Pays Bellegardien (Ccpb)";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01082";"Chanay";637;15;652;"01";4;2020;2023;2022;"CC du Pays Bellegardien (CCPB)";240100891;"Ain";2020;"No"
"16852";"mairie-01083-01";"01083";"Mairie";"Mairie - Chaneins";"La Direction de l'information légale et administrative (Premier ministre)";"Chaneins";"Place du 8-Mai-1945";"01990";"46.0971984863, 4.85123491287";"mairie@chaneins.fr";"http://www.chaneins.fr";"";"CC de la Dombes";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01083";"Chaneins";965;17;982;"01";2;2020;2023;2022;"CC de la Dombes";200069193;"Ain";2020;"No"
"32704";"mairie-01084-01";"01084";"Mairie";"Mairie - Chanoz-Châtenay";"La Direction de l'information légale et administrative (Premier ministre)";"Chanoz-Châtenay";"36 impasse de la Mairie";"01400";"46.1625253, 5.0046702";"mairie.chanoz-chatenay@orange.fr";"";"";"CC de la Veyle";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01084";"Chanoz-Châtenay";921;19;940;"01";2;2020;2023;2022;"CC de la Veyle";200070555;"Ain";2020;"No"
"10367";"mairie-01085-01";"01085";"Mairie";"Mairie - La Chapelle-du-Châtelard";"La Direction de l'information légale et administrative (Premier ministre)";"La Chapelle-du-Châtelard";"109 route du Château-d'Eau";"01240";"46.0692115, 5.0241156";"mairie.chapellechatelard@orange.fr";"";"";"CC de la Dombes";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01085";"La Chapelle-du-Châtelard";397;6;403;"01";2;2020;2023;2022;"CC de la Dombes";200069193;"Ain";2020;"No"
"19033";"mairie-01087-01";"01087";"Mairie";"Mairie - Charix";"La Direction de l'information légale et administrative (Premier ministre)";"Charix";"10 rue des Fontaines";"01130";"46.18287, 5.685278";"charix.mairie@wanadoo.fr";"";"";"CA Haut - Bugey Agglomération";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01087";"Charix";279;10;289;"01";4;2020;2023;2022;"CA Haut - Bugey Agglomération";200042935;"Ain";2020;"No"
"23762";"mairie-01088-01";"01088";"Mairie";"Mairie - Charnoz-sur-Ain";"La Direction de l'information légale et administrative (Premier ministre)";"Charnoz-sur-Ain";"40 rue de Monetroi";"01800";"45.867, 5.2214";"accueil@mairie-charnoz.fr";"http://mairie-charnoz.fr";"";"CC de la Plaine de l'Ain";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01088";"Charnoz-sur-Ain";902;28;930;"01";1;2020;2023;2022;"CC de la Plaine de l'Ain";240100883;"Ain";2020;"No"
"9366";"mairie-01089-01";"01089";"Mairie";"Mairie - Château-Gaillard";"La Direction de l'information légale et administrative (Premier ministre)";"Château-Gaillard";"63 rue des Mûriers";"01500";"45.973504, 5.305167";"mairie.chateau-gaillard@wanadoo.fr";"http://www.chateaugaillard01.fr";"";"CC de la Plaine de l'Ain";"AIN";"AUVERGNE-RHONE-ALPES";84;"Auvergne-Rhône-Alpes";"01089";"Château-Gaillard";2254;49;2303;"01";1;2020;2023;2022;"CC de la Plaine de l'Ain";240100883;"Ain";2020;"No"
